author,work,year,doc_id,text,DIL,DIL_Sonnet,DIL_gpt_5_2
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Come aveva potuto trovare ancora un sorriso, dopo tante lacrime sparse inutilmente sopra le cose irrimediabili? Eppure ella era rimasta semplice, innocente, spensierata, amante della vita, come nei primi anni felici della sua adolescenza, come una bambina ignara d'ogni tristizia! Ella aveva piegato, a mo' d'un giunco, sotto le raffiche veementi, e s'era sempre rilevata per ricever di nuovo, pienamente, l'impeto d'altre raffiche! «Ma ora? ora?» si chiese il giovine riguardandola, angosciato. «Ora che è tranquilla, che è libera d'ogni cruccio, d'ogni angustia, d'ogni paura, ora potrebbe dunque morire?»
Dopo due ore d'ansiosa aspettazione, il medico giunse.",yes,yes,yes
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"Maurizio poi l’amava tanto che qualche volta si spaventava: perché tornandogli in mente le indistinte memorie della sua infanzia, ricordandosi le bizzarre melodie che Ninnia cantava quindici o venti anni prima per addormentarlo nella culla dorata o nel grembo, - allora gli sembrava che Ninnia si frammischiasse a tutta la sua vita, che egli l’amasse più che sua madre…
In realtà egli amava assai la marchesa, ma non si sentiva pienamente libero presso di lei, - mentre a Ninnia confidava tutte le piccole noie, tutti i piccoli dispiaceri della vita, che nella sua fervida fantasia di venti anni assumevano proporzioni di grandi dolori, - e Ninnia lo confortava, dandogli consigli, e lo chiamava figlio mio accarezzandolo colla sua lunga e morbida mano. Allora si sentiva contento, rideva di sé e dei suoi dispiaceri di studente e chiamava Ninnia la sua gran mammà mentre la marchesa era la sua piccola mammà!….. Abitavano a Napoli un vecchio palazzo tutto marmo nero, tutto spirante medio-evo all’esterno, ma addobbato con tutta la raffinatezza del lusso moderno all’interno, in via Chiaia, e dai suoi alti balconi si scorgevano i rigogliosi palmizi ed il mare.",yes,yes,yes
Bandi,,,Bandi_Giuseppe-Da-Custoza-In-Croazia-Memorie-D-Un-Prigioniero-1866.txt,"Perchè quei Reggimenti di camice rosse che stanziavano sul lago di Garda non furon collocati in tal punto da poterne formare, nel giorno della battaglia, un corpo di riscossa, e valersene a rinfrescar l'attacco, dove fosse per caso mancata la vittoria, come mancò di buon'ora, sull'estrema sinistra? S'impegna dunque una battaglia sopra una linea vastissima senza pensar neppur alla eventualità d'un rovescio? Si permette che migliaja di giovani volenterosi ed arrisicati contemplino neghittosamente la rotta de' loro fratelli!",yes,yes,yes
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"Più tardi Maria pianse lagrime di fuoco al ricordo di quelle frasi: ma per allora le parole «pare una duchessa» forse susurratele da un demonio, le filtravano un terribile veleno nell’anima ardente e romantica: l’ambizione! Sentite: un mese dopo Maria aveva un amante, giovine e bello, nobile e ricco! Lo amava pazzamente, col suo primo amore, tanto che diceva a sé stessa che, anche povero e plebeo, sarebbe diventata sua lo stesso, sacrificandogli tutti i suoi sogni ambiziosi… E lui era un essere il più miserabile del mondo, che doveva avvelenarle la vita.",yes,yes,yes
Carcano,,,Carcano_Giulio-Damiano-1850.txt,"È impossibile che il tuo merito, adesso oscuro, non abbia ad essere, quando che sia, conosciuto e compensato. Sì, tu farai onore a' tuoi, al nome di nostro padre; e noi sarem fortunati di appartenerti. - O miei buoni! il giovine esclamò: Che Dio vi protegga.",no,yes,no
Nievo,,,Nievo-Ippolito_Il-Barone-Di-Nicastro_1860.txt,"Allah può esser benissimo Allah; rispose il Barone; ma Maometto è il più mostruoso strangolatore ch’io abbia mai conosciuto! 
A queste parole il Dervis fece un cenno al compagno, e tutti e due corsero a rompicollo nella cancelleria di Sua Altezza. Il Barone per parte sua corse dal capitano a fargli ressa di partire, giacchè da quella scappata dei due maestri Mussulmani non si augurava nulla di buono. Ma il Capitano gli oppose che aveva bisogno di duecento piastre per pagare il fornitore del carico, e che se egli volesse firmare un contrattino di società… 
-",no,yes,no
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Aurelio la trovava, nella semplicità della sua bianca veste virginale, sovranamente incantevole; un soffio di vaghe memorie gli passava a traverso la mente angustiata, inclinandola insensibilmente a benevolenza verso di lei, riaccendendo a mano a mano il fuoco assopito della sua simpatia. Ed egli, inconsapevole, si stupiva d'aver potuto contrariare la bella creatura che gli splendeva d'innanzi, e si rimproverava il suo contegno pertinacemente ostile e scortese, e deplorava il suo indocile orgoglio che ogni dì più scavava un abisso incolmabile tra le loro due vite. ‒ Ma non era egli dunque che la gittava deliberatamente tra le braccia del rivale? Non la voleva egli così, estranea e nemica, divisa sempre da lui da un ostacolo immane?",yes,yes,yes
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Aurelio rifinito dalle fatiche e dalle angosce di quei giorni, eppure tenuto desto dall'insonnio nervoso, stava seduto in un angolo bujo, e osservava. Era vero tutto quanto gli stava d'intorno? A lui pareva di sognare: come in un sogno, in fatti, gli si presentava la camera grande, che una candela posata in terra illuminava fantasticamente dal basso in alto, rilevando le cose che di solito non eran visibili, lasciando in un'ombra densa quelle altre a lui note.",yes,yes,yes
Emiliani,,,Emiliani_Giudici_Paolo-Beppe_Arpia-1851.txt,"E tempo ch'ella rimanga sola; le basti che la signorina, la quale perché è sua figlia non poteva non esser buona, le assicuri, le giuri che presto si faranno gli sponsali. - Fra due giorni io voglio vedere firmata la scritta; se debbo morire, voglio almeno morire felice; mi trasporterete anche il letto in sala, ma voglio vedere. I medici presero i cappelli in atto di partire. Uno di loro, chiamata la vecchia cameriera, le diede parecchi ordini con che governare l'ammalata per quella notte: e fra gli altri, assoluto divieto a chicchessia di farla parlare.",no,yes,yes
Bersezio,,,Bersezio_Vittorio-La_Testa_Della_Vipera-1896.txt,Questa si gettò dietro una tavola a farsene riparo. - Come! esclamò. Oseresti? - Tutto!,no,yes,no
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Era per deferenza? Era per soggezione o per vergogna? Bastava che Flavia si rivolgesse verso di lei, perchè d'un tratto si ricomponesse, frenasse le sue irrequietudini, dissimulasse sotto un pallido sorriso di persona stanca i suoi interni tormenti.",yes,no,yes
Baricelli,,,Baricelli_Carmela-I_Vinti_Ovvero_Il_Genio_Oppresso-1907.txt,"Ad un tratto, la molla scattò e l'imposta s'aperse ancora solennemente dall'alto al basso. Un ruggito formidabile eruppe dal petto del demente: - Ladro, ladro, urlò, rovini i tuoi figli, la tua famiglia, il tuo nome; ladro! ladro!",no,no,no
Caccianiga,,,Caccianiga_Antonio-Il_Bacio_Della_Contessa_Savina-1888.txt,"Era il mio primo viaggio, non essendo mai uscito da Milano che a piedi e per poche miglia. Altre volte l'idea d'un viaggio mi avrebbe acceso d'entusiasmo, allora invece mi metteva spavento; le montagne della Valtellina mi si presentavano alla mente come l'estremo lembo del mondo; chiuso nel mio dolore io non sentiva nemmeno il bisogno di osservare le campagne che fiancheggiavano la via, e i vari paesi che si attraversavano. Il vetturale si arrestava ad ogni osteria, il cavallo non andava mai avanti, e arrivammo a Como dopo la partenza dei battelli a vapore.",no,no,no
Capuana,,,Capuana_Luigi-Il_Marchese_Di_Roccaverdina-1901.txt,"E quando, accorgendosi della lieve ombra di tristezza che le velava gli occhi o traspariva da un caratteristico atteggiarsi delle labbra, o da una cert'aria stanca della persona, le domandavano se per caso non si sentisse leggermente indisposta, sorridevano credendo che si trattasse di indizi da cui potevano trarsi lieti auspici. Ella negava: «No, no; sto bene, molto bene anzi. Che mi manca?».",no,yes,no
Bandi,,,Bandi_Giuseppe-Da-Custoza-In-Croazia-Memorie-D-Un-Prigioniero-1866.txt,"Ad Agram! Figuratevi, lettori miei, con che sorta di gusto ci avvicinammo a quella metropoli della Croazia, noi che fin da bambini sentivamo parlar de' Croati peggio che de' Vandali o degli Ostrogoti. Credemmo d'andare ad esser mangiati vivi per lo meno.",yes,no,no
Baricelli,,,Baricelli_Carmela-I_Vinti_Ovvero_Il_Genio_Oppresso-1907.txt,"E gli stese di nuovo la mano con tanta dolcezza, che Valerio la strinse inebbriato e promise colla piena fiducia di poter mantenere. Uscito dalla casa di Armida, Valerio si sentiva il cuore inondato di gioia. «Egli non l'aveva dunque perduta, ella non gli aveva chiesto nulla delle sue ricchezze, non gli aveva fatto alcuna colpa della condotta di suo padre, nulla!",no,no,yes
De Amicis,,,De_Amicis_Edmondo-Cuore-1886.txt,"Voi vedete là qualche volta dei ragazzi seduti di contro a una finestra spalancata, a godere l'aria fresca, col viso immobile, che par che guardino la grande pianura verde e le belle montagne azzurre che vedete voi...; e a pensare che non vedon nulla, che non vedranno mai nulla di tutta quella immensa bellezza, vi si stringe l'anima come se fossero diventati ciechi in quel punto. E ancora i ciechi nati, che non avendo mai visto il mondo, non rimpiangono nulla, perché hanno l'immagine d'alcuna cosa, fanno meno compassione. Ma c'è dei ragazzi ciechi da pochi mesi, che si ricordano ancora di tutto, che comprendono bene tutto quello che han perduto, e questi hanno di più il dolore di sentirsi oscurare nella mente, un poco ogni giorno, le immagini più care, di sentirsi come morire nella memoria le persone più amate.",no,yes,no
Negri_Ada,Le_Solitarie,1917.0,Negri_Ada-Le_Solitarie-1917.txt,"Non potevano dunque servirsi da sé?
  — A sinistra, a sinistra – badava a susurrarle, negli orecchi, la cameriera. – A sinistra, stupida!
  Ma non capiva nulla. Quei cristalli, quei lumi, quella gente ingioiellata, i sorrisi distratti di Nanna e Ninna la schiaffeggiavano in pieno viso. Lasciò il vassoio su un angolo della tavola, volse le spalle, fuggí, selvaggiamente.
  — Mamma! mamma!",yes,yes,yes
Dandolo_Milly,Il_figlio_del_mio_dolore,1921.0,Dandolo_Milly-Il_figlio_del_mio_dolore-1921.txt,"Ella stava seduta sul tavolino così leggermente, pareva così instabile, così leggera, che nessuno si sarebbe stupito di vederla alzarsi ad un tratto ed andarsene, senza far rumore: solo il velo roseo della tenda avrebbe palpitato qualche attimo più rapidamente, come un respiro affrettato nel calore della primavera. Perchè la piccola signora aveva suonato quel giorno il valzer triste di Sibelius? Avrebbe potuto suonare dell’altro, forse: la serenata di Sinding o l’Erotik di Grieg, e sarebbe stata forse la stessa cosa.",yes,yes,yes
De Amicis,,,De_Amicis_Edmondo-Cuore-1886.txt,"Come ti ricorderai allora d'ogni amarezza che le avrai cagionato, e con che rimorsi le sconterai tutte, infelice! Non sperar serenità nella tua vita, se avrai contristato tua madre. Tu sarai pentito, le domanderai perdono, venererai la sua memoria; - inutilmente, - la coscienza non ti darà pace, quella immagine dolce e buona avrà sempre per te un'espressione di tristezza e di rimprovero che ti metterà l'anima alla tortura.",no,yes,no
Butti_Enrico_Annibale,L_incantesimo,1897.0,Butti_Enrico_Annibale-L_incantesimo-1897.txt,"Su la Terra non vi sarebbe stato un uomo più divinamente felice di lui!
‒ Grazie, è inutile, signorina, ‒ disse Aurelio, levandosi d'improvviso in piedi. ‒ Proverò a uscire, proverò a far due passi nel cortile.... Grazie! Studiando il passo, senza più rivolgersi, s'avviò verso la porta.",yes,yes,no
Capuana,,,Capuana_Luigi-Il_Marchese_Di_Roccaverdina-1901.txt,"Perché questo scorato presentimento? Non sapeva spiegarselo. Uscì fuori, oltre la cinta degli eucalipti, su la linea dei seminati che già incominciavano a ingiallire.",yes,yes,yes
Baratono,,,Baratono_Pierangelo-Bob_E_Il_Suo_Metodo-1914.txt,Avrebbero camminato magari fino alla consumazione dei secoli: sarebbero passati ai posteri come due nuovi ebrei erranti. Che si burlasse di lui con quella ginnastica forzata? Tanto meglio!,yes,yes,yes
Chelli,,,Chelli_Gaetano_Carlo-Fabia-1876.txt,"Eugenio mi prega spesso di fargli un po' di musica. Io lo contento, e quando canto una bell'aria e le mie dita scorrono sulla tastiera, egli mi fisa con tale sguardo!... Il suo sguardo è impenetrabile e mi dà fremiti intensi; e quando m'illumina, mi sembra d'esser portata su per le nuvole.",no,yes,no
Baratono,,,Baratono_Pierangelo-Bob_E_Il_Suo_Metodo-1914.txt,"Oh, non ebbe il coraggio, un giorno, d'accomiatarsi in fretta da un onorevole in procinto di diventare eccellenza? E perchè, poi? Per seguire con compunzione un umile cagnolino, al quale egli aveva prodigata una lieve carezza sul muso e che, forse per l'emozione, forse per più nascosti motivi, s'era messo a starnutare fragorosamente, destando la più viva inquietudine in una vecchia signora, sua legittima proprietaria davanti a Dio ed agli uomini, e la simpatia più intensa dei viandanti, impietositi dall'aria di profondo sconforto e di amarezza indicibile della graziosa bestiola.",yes,yes,yes
Deledda_Grazia,Stella_d_oriente,1890.0,Deledda_Grazia-Stella_d_oriente-1890.txt,"Dopo, quando Stella cominciò a ridere, a parlare, ad accarezzarlo, anch’egli l’amo, l’amò tanto quasi come una nipotina… Anche Maria amava pazzamente quella bionda angioletta che riportava nella sua vita il sorriso e l’oblio, e quando nessuno poteva vederle, divorava a baci la bambina, insegnandole a chiamarla mamma, perché infine la era davvero. Qualche anno dopo Marco morì. Allora Maria, che odiava sempre la società - quella corrotta società che essa non conosceva, e che tuttavia, l’aveva perduta - realizzò il gran sogno della sua prima gioventù.",yes,yes,no
Collodi_Carlo,Macchiette,1880.0,Collodi_Carlo-Macchiette-1880.txt,"Oh! Fatima! come il tuo amore mi avrebbe reso beato! Tu non saprai mai, divina fanciulla, le lacrime che mi costi! tu non saprai mai le notti insonni, che ho passate per te!",yes,no,no
Rovetta,Gerolamo_Ninnoli_1882,,Rovetta-Gerolamo_Ninnoli_1882.txt,"Ma però, dopo qualche settimana, i suoi nuovi amici, vedendo ch'egli lasciava passare il tempo senza far nulla, lo consigliarono apertamente di arruolarsi in un reggimento per essere pronto al bisogno. Ghegola finse, in sulle prime, di accomodarsi volentieri a quel buon consiglio e di esitare soltanto nella scelta fra la cavalleria e i bersaglieri; ma poi, visto che ogni bel giuoco, anche quello del tentenna, non può durare un pezzo, allora, cominciò a rallentare la sua intrinsichezza cogli ufficiali, finchè uscì in certe proposizioni che lo fecero mettere al bando dell'esercito, tanto di quello a piedi che a cavallo.

*
* *

Ghegola era malcontento di Cavour, di Vittorio Emanuele e di Napoleone.... il piccolo! - Egli aveva dei grandi ideali, delle forti aspirazioni: le monarchie erano tutte compagne e avevano fatto il loro tempo;",yes,yes,yes
De Amicis,,,De_Amicis_Edmondo-Cuore-1886.txt,"Buon giorno, ragazzi. Grazie, a rivederlo, signor maestro. E scusino tanto, una povera mamma. - E data ancora di sull'uscio un'occhiata supplichevole a suo figlio, se n'andò, raccogliendo lo scialle che strascicava, pallida, incurvata, con la testa tremante, e la sentimmo ancor tossire giù per le scale.",no,yes,no
Baratono,,,Baratono_Pierangelo-Bob_E_Il_Suo_Metodo-1914.txt,"L'accoppiamento era troppo inverosimile: non sbalordiva, inquietava. Poche ore bastano a mutare la sorte di un regno; bastò qualche minuto per immergere l'anima serena di Gaetano Cícaglia nei profondi abissi del dubbio. Raggomitolato sopra una poltrona, le vesti sbottonate e in disordine, egli osservava con terrore la propria immagine, riflessa in uno specchio insieme a quella di Tentenna, che coricato sul tappeto, ai piedi del letto, russava.",no,yes,no
